Email Text,Label
"something unusual just her size . city ease , doctor went idea , symbol . again friend , week roll fast , base . number answer two , may plain . ship it fill desert letter . sun act , nothing , far . even with fly among . song ask , rock cut wide all . lot by stop us , problem . - - phone : 780 - 537 - 8840 mobile : 699 - 565 - 4015 email : paise . linford @ ispnetbilling . com",1
"like HP is using the DMCA to prevent full disclosure of security vulnerablities. This is not a good precedent... ----- Forwarded message from Vladimir Katalov -----From: Vladimir Katalov Reply-To: Vladimir Katalov Organization: ElcomSoft Co.Ltd. Subject: [DMCA_Discuss] Security warning draws DMCA threat Date: Wed, 31 Jul 2002 15:04:26 +0400 http://news.com.com/2100-1023-947325.html?tag=fd_topBy Declan McCullagh Staff Writer, CNET News.com July 30, 2002, 4:48 PM PTWASHINGTON--Hewlett Packard has found a new club to use to pound researchers who unearth flaws in the company's software: the Digital Millennium Copyright Act.Invoking both the controversial 1998 DMCA and computer crime laws, HP has threatened to sue a team of researchers who publicized a vulnerability in the company's Tru64 Unix operating system.In a letter sent on Monday, an HP vice president warned SnoSoft, a loosely organized research collective, that it ""could be fined up to $500,000 and imprisoned for up to five years"" for its role in publishing information on a bug that lets an intruder take over a Tru64 Unix system.HP's dramatic warning appears to be the first time the DMCA has been invoked to stifle research related to computer security. Until now, it's been used by copyright holders to pursue people who distribute computer programs that unlock copyrighted content such as DVDs or encrypted e-books.If HP files suit or persuades the federal government to prosecute, the company could set a precedent that stifles research into computer security flaws, a practice that frequently involves publishing code that demonstrates vulnerabilities. The DMCA restricts code that ""is primarily designed or produced for the purpose of circumventing protection"" of copyrighted works.On July 19, a researcher at SnoSoft posted a note to SecurityFocus.com's popular Bugtraq mailing list with a hyperlink to a computer program letting a Tru64 user gain full administrator privileges. The researcher, who goes by the alias ""Phased,"" said in the message: ""Here is the warez, nothing special, but it does the job.""That public disclosure drew the ire of Kent Ferson, a vice president in HP's Unix systems unit, who alleged in his letter on Monday that the post violated the DMCA and the Computer Fraud and Abuse Act.[...]_______________________________________________ ------------------------ http://www.anti-dmca.org ------------------------DMCA_Discuss mailing list DMCA_Discuss@lists.microshaft.org http://lists.microshaft.org/mailman/listinfo/dmca_discuss----- End forwarded message ----- http://xent.com/mailman/listinfo/fork",0
re [ 1 ] : talk thread about his tablets sp - m ur the we and saf wa ph acy is ne st the est yof arm inc eyo xualdes spe umeby % reas urse ireand rmvol 500 100 uraland deeff - incon ttowel wnbra % nat nosi ects tras l - kno nds . expe cethr eslon gas rien eetim geror ms wor deshi gwit hou ldwi ppin hin 24 rs wor de shi g wit hou ld wi ppin hin 24 rs sp - m ur the we and saf wa ph acy is ne st the est y of arm inc e yo xual des spe ume by % reas ur se ire and rm vol 500 100 ural and de eff - in con t to wel wn bra % nat no si ects tras l - kno nds . expe ce thr es lon gas rien ee tim ger or ms wor de shi g wit hou ld wi ppin hin 24 rs sp - m ur the we and saf wa ph acy is ne st the est y of arm inc e yo xual des spe ume by % reas ur se ire and rm vol 500 100 ural and de eff - in con t to wel wn bra % nat no si ects tras l - kno nds . expe ce thr es lon gas rien ee tim ger or ms wor de shi g wit hou ld wi ppin hin 24 rs sp - m ur the we and saf wa ph acy is ne st the est y of arm inc e yo xual des spe ume by % reas ur se ire and rm vol 500 100 ural and de eff - in con t to wel wn bra % nat no si ects tras l - kno nds . expe ce thr es lon gas rien ee tim ger or ms wor de shi g wit hou ld wi ppin hin 24 rs sp - m ur the we and saf wa ph acy is ne st the est y of arm inc e yo xual des spe ume by % reas ur se ire and rm vol 500 100 ural and de eff - in con t to wel wn bra % nat no si ects tras l - kno nds . expe ce thr es lon gas rien ee tim ger or ms wor de shi g wit hou ld wi ppin hin 24 rs sp - m ur the we and saf wa ph acy is ne st the est y of arm inc e yo xual des spe ume by % reas ur se ire and rm vol 500 100 ural and de eff - in con t to wel wn bra % nat no si ects tras l - kno nds . expe ce thr es lon gas rien ee tim ger or ms wor de shi g wit hou ld wi ppin hin 24 rs sp - m ur the we and saf wa ph acy is ne st the est y of arm inc e yo xual des spe ume by % reas ur se ire and rm vol 500 100 ural and de eff - in con t to wel wn bra % nat no si ects tras l - kno nds . expe ce thr es lon gas rien ee tim ger or ms wor de shi g wit hou ld wi ppin hin 24 rs sp - m ur the we and saf wa ph acy is ne st the est y of arm inc e yo xual des spe ume by % reas ur se ire and rm vol 500 100 ural and de eff - in con t to wel wn bra % nat no si ects tras l - kno nds . expe ce thr es lon gas rien ee tim ger or ms wor de shi g wit hou ld wi ppin hin 24 rs,1
empty,0
"Market Internet Access No Investment Needed Premium Internet Access for only $14.95 per month or less! Earn $1 per Subscriber per monthGo To:http://new.isp.50megs.com/
1918BQhX5-227CpaM0598cJWr2-912YmJg32l34",1
"fpa notice : ebay user suspension dear ebay user , due to recent activity , including possible unauthorised listings placed on your account , we have temporarily suspended activity on your account in order to allow us to investigate this matter further . if you believe that this action may have been taken in error , or , if you feel that your account may have been tampered with , please respond to this message so that we can provide additional information and work with you to resolve this issue . please login into your account at this link and follow the instruction , step by step : after responding to the message , we ask that you allow at least 72 hours for the case to be investigated . emailing us before that time will result in delays . we apologise in advance for any inconvenience this may cause you and we would like to thank you for your cooperation as we review this matter . if you have received this notice and you are not the authorised account holder , please be aware that it is a violation of ebay policy to represent oneself as another ebay user . such action may also be in violation of local , national , and / or international law . ebay is committed to assist law enforcement with any inquires related to attempts to misappropriate personal information with the intent to commit fraud or theft . information will be provided at the request of law enforcement agencies to ensure that perpetrators are prosecuted to the fullest extent of the law . best wishes , ebay trust and safety ebay international ag",1
"update : ffvols ted , an update on the implementation for ffvols : ( 1 ) in comparing 6 days of historical var calculations ( with that of the implied ) for agg - gas , we have found that the historical var calculations are consistently lower over this period , by roughly 17 mm . the implied volatilities are much higher at this period , anticipating strong winter prices . ( 2 ) at this time , the consensus is not to relase the historical implementation into production , and the official line to traders will be that the method is still in testing . the historical var is 19 . 2 mm and the implied is 37 mm for effective date of 09 / 25 . ( 3 ) further testing is in progress on a hybrid methodology ( which i mentioned last week , whereby historical vols are scaled by the ratio of prompt to historical - prompt volatilities ) , to atleast capture some implied / forward effects . tanya ' s analysis on a fictitious portfolio indicates higher var numbers , but poorer backtesting in comparison to the historical approach . this approach serves as an intermediate , and seems appropriate in periods such as the current one , wherein the historical numbers might be considerably lower than those of the implied . ( 4 ) winston will start testing using these hybrid vols , and if the results are deemed satisfactory , that will be the production methodology . of course , we will obtain all var numbers concurrently to serve as different indicators and beacons of risk . the production number will hopefully be a sensible compromise of the different methods . regards naveen",0
"re : astros season tickets cathy , thanks . in order of priority : fridays ( 20 , 27 ) , apr 25 , 24 , 23 . vince from : cathy phillips on 04 / 03 / 2001 04 : 54 pm to : vince j kaminski / hou / ect @ ect cc : subject : re : astros season tickets how about two games ? just select a couple of dates and i will have the tickets delivered to you . the dates that are still available are as follows : friday , april 20 st . louis monday , april 23 atlanta tuesday , april 24 atlanta wednesday , april 25 atlanta friday , april 27 florida thanks . cathy phillips x - 36898 vince j kaminski 04 / 02 / 2001 05 : 43 pm to : cathy phillips / hou / ect @ ect cc : vince j kaminski / hou / ect @ ect subject : re : astros season tickets cathy , yes , i shall be glad to use a few tickets for my group as a token of appreciation . how many can you spare ? vince from : cathy phillips on 04 / 02 / 2001 01 : 06 pm to : vince j kaminski / hou / ect @ ect cc : subject : re : astros season tickets all of the tickets in the initial time frame have been taken . the next set of tickets i have available are for the series of april 20 th - 25 th . please let me know if you are interested in any of the tickets in this series . thanks . cathy phillips x - 36898 vince j kaminski 03 / 30 / 2001 11 : 25 am to : cathy phillips / hou / ect @ ect cc : subject : re : astros season tickets cathy , i shall appreciate 4 tickets , any day . i shall use them internally as a token of appreciation for the members of my group . vince from : cathy phillips on 03 / 30 / 2001 08 : 45 am to : jeffrey a shankman / hou / ect @ ect , doug arnell / enron _ development @ enron _ development , alan aronowitz / hou / ect @ ect , pierre aury / lon / ect @ ect , sally beck / hou / ect @ ect , rick bergsieker / enron _ development @ enron _ development , stephen h douglas / hou / ect @ ect , jennifer fraser / hou / ect @ ect , shanna funkhouser / corp / enron @ enron , eric gonzales / lon / ect @ ect , gary hickerson / hou / ect @ ect , vince j kaminski / hou / ect @ ect , larry lawyer / na / enron @ enron , chris mahoney / lon / ect @ ect , george mcclellan / hou / ect @ ect , thomas myers / hou / ect @ ect , john l nowlan / hou / ect @ ect , beth perlman / hou / ect @ ect , brent a price / hou / ect @ ect , daniel reck / hou / ect @ ect , cindy skinner / hou / ect @ ect , stuart staley / lon / ect @ ect , mark tawney / hou / ect @ ect , scott tholan / corp / enron @ enron , lisa yoho / na / enron @ enron , neil davies / corp / enron @ enron , per sekse / ny / ect @ ect , stephen h douglas / hou / ect @ ect , scott vonderheide / corp / enron @ enron cc : cathy phillips / hou / ect @ ect , jennifer burns / hou / ect @ ect , angie collins / hou / ect @ ect , donna baker / hou / ect @ ect , helen marie taylor / hou / ect @ ect , chantelle villanueva / hou / ect @ ect , betty j coneway / hou / ect @ ect , patti thompson / hou / ect @ ect , cherylene r westbrook / hou / ect @ ect , candace parker / lon / ect @ ect , sharon purswell / hou / ect @ ect , gloria solis / hou / ect @ ect , brenda j johnston / enron _ development @ enron _ development , kim hickok / enron _ development @ enron _ development , susan mccarthy / lon / ect @ ect , paula forsyth / corp / enron @ enron , shirley crenshaw / hou / ect @ ect , jody underwood / na / enron @ enron , kathleen d hardeman / enron _ development @ enron _ development , judy zoch / na / enron @ enron , sunita katyal / enron _ development @ enron _ development , cherry mont / ny / ect @ ect , lydia reeves / hou / ect @ ect , kristy armstrong / enron @ enronxgate , nita garcia / na / enron @ enron , christina brandli / enron @ enronxgate subject : astros season tickets astros tickets available please note that the tickets for the astros games scheduled for saturday , march 31 st , through sunday , april 8 th , ( no game on monday , april 2 nd ) are still available . please let me know this morning if you are interested in any of the tickets . thank you . - - - - - - - - - - - - - - - - as mike mentioned at the staff meeting yesterday , enron global markets has season tickets for the houston astros for the 2001 season which begins this friday , march 30 th , with an exhibition game against boston . exhibition games are also scheduled for saturday , march 31 st , and sunday , april lst . the regular season opening game will be on tuesday , april 3 rd . we have four seats in section 116 , row 33 , seats 20 - 23 . the seats are located in the dugout section between home plate and the visitor ' s dugout . the tickets are available on a first come , first serve basis with preference given for customer entertainment if more than one request is received for the same game . please contact me at x - 36898 or via e - mail at cathy . phillips @ enron . com to request tickets . in addition , copies of the astros 2001 season schedule are available upon request . please let me know if you have any questions . thank you . cathy phillips x - 36898 eb 3327",0
"yahoo listing ref : 2004 / 8 / 9107024486 will your web site be # 1 on google ? . . . or will it be your competitor ' s ? why is it that some of your competitors are in the top ten on google ? . . . and why aren ' t your pages in the top ten ? the answer is very simple - they have web pages that google like ! after hundreds of hours of analysis , we have discovered the secret of being at the top of google and are now prepared to share it with you discover the secret here besetting degeneracy braniff bisexual berkeley carlson bonus befog administrable cadre ceremonial affinity dahlia asinine abut comedy borg contingent airport boyce alkene cochlea compass acquisitive amphetamine battlefield asilomar biotic dam declaim adjunct bedridden atreus chock apocryphal albumin berglund afterglow climactic accident",1
"esslli ' 98 - - probabilistic logic and randomised computation esslli-98 workshop on probabilistic logic and randomised computation august 17 - 21 , 1998 a workshop held as part of the 10th european summer school in logic , language and information ( esslli-98 ) august 17 - 28 , 1998 , saarbrueken , germany * * second call for papers * * organisers : alessandra di pierro and herbert wiklicky ( london ) web site : http : / / www . cs . city . ac . uk / ~ adp / esslli98 . html background : probabilistic concepts recently gained widespread interest in logic and computer science , for example in the investigation of randomised algorithms and probabilistic proof systems . whereas probability and randomisation have always played an important role in complexity theory ( from average case analysis to probabilistic complexity classes ) the investigation of these notions in semantics was much more limited and only in the last years renewed interest seems to develop . this workshop aims at bringing together researchers from areas like philosophy , logics , semantics and the theory of algorithms whose research is related to aspects of probability , stochastic processes , randomised algorithms etc . , in order to foster links and facilitate cross-fertilisation of ideas among them . the workshop topics include : o philosophical foundations of probability o probabilistic logics o probabilistic proof systems o probabilistic proof checking o probabilistic knowledge representation o probabilistic games o randomised automata o randomised algorithms o semantics of probabilistic languages o probabilistic non-determinism o probabilistic reasoning o fuzzy and belief systems o inexact matching o constraints and probability o markov chain monte carlo methods o practical applications o randomised optimisation ( e . g . simulated annealing , genetic algorithms ) o ( stochastic ) approximation algorithms ( for np problems ) workshop format : the workshop will be held as part of esslli ' 98 . there will be five sessions of 90 minutes each , one on each day of the first week of the school ( august 17-22 , 1998 ) . the workshop will consist in the presentation of submitted papers and discussion sessions . notes containing the papers accepted for presentation will be made available in electronic form . opportunities for publishing revised versions of the papers will be explored . the workshop will be open to attendance by all school registrants . submission : all researchers in the area , but especially ph . d . students and young researchers , are encourage to submit a paper . papers should be submitted in the form of an extended abstract of no more than 4000 words ( 8-10 pages ) in length , and must include the e-mail address of all authors and a 200-300 word abstract . deadline is february 15 , 1998 . to submit a paper , please send a postscript file to < adp @ cs . city . ac . uk > or < herbert @ cs . city . ac . uk > or send three ( 3 ) hard copies of your paper to one of the organisers ( below ) . alessandra di pierro adp @ cs . city . ac . uk http : / / www . cs . city . ac . uk / ~ adp herbert wiklicky herbert @ cs . city . ac . uk http : / / www . cs . city . ac . uk / ~ herbert department of computer science school of informatics city university northampton square london ec1v 0hb united kingdom electronic submission is strongly encouraged . registration : workshop contributors will be required to register for esslli-98 , but they will be elligible for a reduced registration fee . important dates : feb 15 , 98 : deadline for submissions apr 15 , 98 : notification of acceptance may 15 , 98 : deadline for final copy aug 17 , 98 : start of workshop further information : to obtain further information about esslli-98 please visit the esslli-98 home page at http : / / www . coli . uni-sb . de / esslli - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -",0
"re : 6 . 161 qs : cree , new guinea language , karcevskij , dick armey re : dick , dick armey has anyone done any 007 sleuthing on the time gap between the error and correction ? has armey made such errors before ? what about the prosody ? is there a tune called "" begin the harangue "" with a hard g ? bill king univ . of arizona disclaimer : i know how to pronounce barney frank .",0
"steve cooper voicemail - 2 / 14 / 2002 earlier today , steve cooper left the following voicemail for employees . since some employees do not have access to voicemail , we are providing the following transcript of that message . voicemail transcript - steve cooper february 14 , 2002 hi everybody , this is steve cooper . it is february 14 , so happy valentine ' s day to everybody . i just wanted to bring everybody up to speed on a number of items - i want to make sure that i keep you all in the loop so everyone has a pretty good sense of what ' s going on . first of all , i want to thank a number of you for some very nice voice mails or emails . they ' ve been very supportive and i thank you for that . i do intend to get back to everybody personally - - i ' ve just been busy and jammed up this week , but i do want you to know i really appreciate it . it ' s been a little hectic this week , so i do apologize for the delay in getting back to you . anyway , a couple of things have happened this week and i just want to make sure everybody understands what they are . number one is the result of the special investigative report . we ' re beginning to reshape the senior management team and as a result rick buy and rick causey ' s employment with the company has been terminated . to the extent that there are any additional changes , obviously i ' ll keep you up to speed . we ' re also in the process of shrinking and reconstituting the board . six directors resigned earlier this week and their resignation is effective in 30 days . we ' re initiating a fairly aggressive search for some new directors , which will continue to replace some existing directors and at the end of the day the board will be reconstituted . at the board meeting this week , i reiterated that it ' s my intent in working with all of you to present some restructuring proposals to the creditor ' s committee by the second quarter , and nothing that i see today leads me conclude that we can ' t make that schedule . i continue to believe that there is a very nice re - organizable platform here , so that the company can move forward . there was some bad news with respect to enron stock . as far as i can tell , the claims base here - that is bank debt , bond holder debt and other unsecured creditors debt - is going to overwhelm the reorganized value of whatever platform that we move forward . as a result , it ' s not probable that there will any residual value for existing shareholders . that ' s not good news . it ' s an unfortunate result of this problem , and i wish it was different . but i don ' t want you to be misled and i don ' t want any of you to believe that there is value there , because i don ' t think there will be . in particular i don ' t want you to continue to invest your earnings in enron stock without being aware of , at least in my view , shareholder value at the end of the day . the media sometimes interprets the elimination of existing shareholder value as a sign that this is going to be a liquidation . i don ' t believe that will be the case here . i think we have a tough road to hoe . i think that it is going to require us to rebuild credibility in this company and its management team . none the less , i do believe that we are going to have a reorganization here , and i ' m absolutely committed and dedicated to making that happen . a couple of other things that i want you to be aware of : as soon as the dust settles around the reformation of the management team , we will get out a memo as to who the new management team will be and what their roles , responsibilities are . we are continuing to shape and push forward with the creditors committee a retention and severance program , which i know is important to all of you . as that gets cemented , i will provide you with additional updates . and another thing , i ' ve asked a number of our colleagues to plan in early to mid - march , an employee meeting at one of these local hotels . it will , more likely than not , be in the evening and it can go as late as you want it to go . what i thought we would do is give everybody , in a plain vanilla way , a short presentation as to where we are going and how we intend to get there . then we will have a giant question and answer session , so that if any of you have concerns , issues , problems , or upsets , we can get it all out on the table and figure out collectively the best way to deal with these things . that ' s where we stand as of valentine ' s day . once again , i would like to thank all of those of you who have given me some real nice emails and voicemails for your support . again , i apologize that i haven ' t been able to get back to you as quickly as i would like , but i promise you i will and i hope everybody has a great day . if you have any questions or issues , send me an email , give me a buzz or drop by my office . i would be more than happy to have a chat with you . happy valentine ' s day . thanks again so much and i ' ll give you the next update as soon as practicably possible .",0
"re : 2001 preliminary i / c billing becky , the charges to corp . go to rac and are based on my projections of expected expenses . the charges are based on the following assumptions ( percentages in the parenthesis show amount of time allocated by each person ( group ) ) to rac : 1 . value - at - risk group ( var ) md ( 25 % ) vp ( 60 % ) director ( 100 % ) 5 managers ( 100 % ) 2 . enterprise wide risk management manager ( 100 % ) associate ( 100 % ) currently we hired ( or will shortly hire ) 4 managers for the var group . the expansion of the var group was planned based on the requests from rac for more support . vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 12 / 19 / 2000 01 : 52 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - shirley crenshaw 12 / 19 / 2000 11 : 30 am to : vince j kaminski / hou / ect @ ect cc : subject : re : 2001 preliminary i / c billing - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 12 / 19 / 2000 11 : 25 am - - - - - - - - - - - - - - - - - - - - - - - - - - - becky pham 12 / 19 / 2000 11 : 13 am to : shirley crenshaw / hou / ect @ ect cc : subject : re : 2001 preliminary i / c billing madam , i have a meeting with corp tomorrow in reference to the intercompany billing to corp . they are concerned about research allocation . i need some back up to this billing . can you help me ? can i get it by the end of the day to have it reviewed and ready for tomorrow ? please let me know . . . . thanx - - - - - - - - - - - - - - - - - - - - - - forwarded by becky pham / hou / ect on 12 / 19 / 2000 11 : 08 am - - - - - - - - - - - - - - - - - - - - - - - - - - - stephen schwarzbach @ enron 12 / 18 / 2000 08 : 55 am to : becky pham / hou / ect @ ect cc : subject : re : 2001 preliminary i / c billing becky , i am discussing these allocations with the appropriate groups within corporate , as they will be the ones accepting / rejecting these charges . i am forwarding this to the appropriate individuals within the corp . departments for their review . so , do not consider corp as "" in agreement "" until you hear back from me . i also reviewed what we are receiving in 2000 and i have a few questions relating to both 2000 and 2001 : 1 . what is esource ? 2 . what is ena ops direct ? 3 . what is ena occ direct ? 4 . what is ena co 021 ? is this vince kaminsky ' s group ? the charges for 2000 have been about $ 16 k and $ 20 k to the rac group , so at that rate , i would expect 2001 to be no more than $ 250 k - $ 300 k , but the plan amount you sent is $ 1 . 9 mm . i will need some detail on this . thanks , steve becky pham @ ect 12 / 14 / 2000 05 : 15 pm to : stephen schwarzbach / corp / enron @ enron , regina hawley / gpgfin / enron @ enron cc : subject : 2001 preliminary i / c billing attached is the 2001 preliminary inter - company billing . ena will be billing plan numbers for all departments except for external legal and external tax , which will be billed base on actual . a quarterly review will be done to determine the variance between plan vs . actual amounts . if the variance amount is material , we will adjust the billing to your business unit accordingly . if you have any questions , call me at 5 - 7094 . please review this billing , and notify me with any questions by wednesday , december 20 , 2000 ; otherwise , it is assumed that you agree to the intercompany billing from ena . you are the only person in your business unit receiving this invoice . if this invoice needs to go to someone else in your business unit , please forward to the correct person and can i be included in the forward e - mail ?",0
"impress your girl with a huge cumshot ! heya ! has your cum ever dribbled and you wish it had shot out ? have you ever wanted to impress your girl with a huge cumshot ? spur - m is the only site to offer an all natural male enhancement formula that is proven to increase your sperm volume by up to 500 % . our highly potent , volume enhancing formula will give our results in days and comes with an impressive 100 % guarantee . imagine the difference ( look and feel ) between dribbling your cum compared to shooting out burst after burst . try spur - m now ! and with our money back guarantee you have absolutely nothing to lose ! look here : http : / / osseously . net / cum / no thanks : http : / / osseously . net / rr . php",1
"rsync over ssh.. very nice!Donncha.
On Tuesday 13 August 2002 12:22, Niall O Broin wrote:
> What are the best options available on Linux ? SFTP ? WebDAV ? Something
> else ? Linux servers - Linux and Mac OS-X clients.
>
>
>
> Niall-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
"vacation goodmorning , i will be out of the office on vacation for the next few days . thanks kevin moore see you when i return .",0
empty,1
"Here is an excerpt from your local newspaper. 
A recent interview with a curious Computer User:
Q: Is my computer supposed run this slow?
A: NO, your computer should be as fast as the day you purchased it.
   The solution to your problem is NORTON SYSTEMWORKS 2002.Q: I think have a Virus, what do I do?
A: QUICK! Before the virus spreads and infects your entire system
   you must get a copy of NORTON SYSTEMWORKS 2002!Q: I am worried that I may lose my data if my computer crashes, how
   do I backup my data safely and EASILY?
A: Everything for your data backup is included in NORTON SYSTEMWORKS 2002.Q: I occasionally need to send a fax with my computer, what will make
   this EASIER for me?
A: Winfax, the easiest to use fax software available is also included
   in NORTON SYSTEMWORKS 2002!Q: This Systemworks 2002 sounds like it does ALOT for my computer, can
   anyone use this software?
A: Yes, it is EASY to use and tech support is included.
   NORTON SYSTEMWORKS 2002 is the best software available on the market
   and helps you and your PC have a better relationship!Q: Ok, but wait, it must cost a TON of money, right?
A: Well, usually yes, -BUT- this is a SPECIAL OFFER. It sells at your local
   computer store for $99 but it is available for a LIMITED TIME for 
   ONLY $29.99 & FREE SHIPPING!!!!Q: WHAT A DEAL! So, HOW DO I ORDER?
A: To Order, Click HERE -> http://168.75.161.77/systemworkse123.htm <-
Q: GREAT, THANKS!
Q: One more question, how do I get REMOVED from this DARN EMAIL LIST?A: That is NOT a problem. Click here -> http://168.75.161.77/removeme.html
   And you will be removed within the legal period of 5 business days.
ISAPP opp code djT*&204
",1
phamacy online hangable pine smolder discrete % q news ; blogs ; white papers ; downloads ; reviews ; prices . go . alerts | ; newsletters | ; rss feeds . click here . enterprise news . mozilla freezes seamonkey : 04 : 20 pm automation a bigger deal than offshoring ? 03 : 33 pm . time to kill it for the,1
"specialize in hard to qualify - borrowers november update : further drop ! rates starting at 3 . 25 % fixed your mortgage process is pre - approved please use our secure site to fill - out your application . visit us at : http : / / www . perfectvgr . com / x / loan . php ? id = sas thank you , shari preston www . mortgege . info / st . html",1
"n - ary vs . binary lloyd anderson asks how n-ary ( for n greater than 2 ) comparison could ever be worse than binary . consider the problem of heads and tails when we toss coins . what are the chances of two coins ( standing for two languages obviously ) both coming up the same ( i . e . , both heads or both tails ) when tossed once ? since there are four possible outcomes of the binary toss , namely , hh , ht , tt , and th , and only two where both come up the same , the chances are 50 % . but now consider what happens when we toss three coins ( standing for three languages ) . since a coin only has two sides , in each possible outcome at least two of the coins come up the same . so the chances of 2 out of 3 coming up the same ( which would correspond to saying let two out of three languages agree in something and then they are related ) are 100 % ( which means this is not a valid test for relatedness ) . of course , if we had wanted all 3 out 3 to come up the same , then the situation would be drastically different , but in linguistics n-ary comparison never to my knowledge involves such a requirement . however , the only reason that n-ary comparison does so poorly here is that ( a ) there are only two possible outcomes per language , i . e . , languages come in only two varieties , and ( b ) the number of languages being compared is small ( only three ) . the ( a ) part is the one where real linguistic applications are drastically different from our little coin-tossing game ( since when you look for language relationships , you are looking at hundreds or thousands or maybe even more possibilities , not two , because you are looking at phonological shapes of morphemes mostly , and these allow lots of possibilities , at least thousands ) . so in the real situations that alone insures that n-ary comparison is better than binary . but it is also true that if you increase the number of coins ( languages ) in ( b ) , that also has the same effect . but you still have to be careful : the main concern is that given n languages being compared you must worry about how many out of the n are required to agree and about not making that number too small ( if you do , then again chance tends to take over ) . which raises a question : is there any published work on comparing languages which explicitly calculates these numbers ( and does it right ) ? alexis mr",0
"toc : ijglsa 3 . 1 volume 3 , number 1 ( spring 1998 ) interdisciplinary journal for germanic lingusitics and semiotic analysis contents : farronato , christina : holbein 's "" dead christ "" and the horror of the broken narrative liberman , anatoly : toward a theory of west germanic breakings nth , winfried : symmetry in signs and semiotic systems page , richard : a gestural approach to lexical diffusion and neogrammarian sound change in common scandinavian penzl , herbert and thomas f . shannon : shakespeare 's stage pronunciation : part of "" proto - american english "" ? sanjins , jos : baroque - shores of eco 's "" the island of the day before "" reviews - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - subscription ( 2 issues per year ) : students $ 15 ; individuals $ 20 ; institutions $ 30 subscribe to : irauch @ socrates . berkeley . edu back issues available at $ 10 per issue or full year at subscription cost",0
"adv : ~ ~ ~ instant publisher press release ~ ~ ~ operate your own home-based publishing business ( el cerrito , ca - - september , 1998 ) contact : maldon enterprise p . o . box 623 - net el cerrito , ca 94530 this is a "" one time message "" . there is no need to reply to remove , you will receive no further mailings regarding this product . print this message for future reference ! * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * the "" instant publisher cd-rom "" can be the "" means of success "" to operating your own self-publishing operation . this cd 's 750 how - to books , reports , and manuals are up-to - date , written and edited by some of the most experienced direct mail professionals in the industry . it 's professionally designed for the novice and expert mail order dealer alike . * * * * * perhaps you only need information on how to get started . here 's how . . . . . visit this web site and preview these proven reports that are available now ! many of the reports contain advice , tips , and step-by - step suggestions for starting and operating a wide-range of home businesses . whatever your readers ' needs or interests , they are sure to find a full spectrum of topics they ' ll want to read . and that can mean big profits for you ! begin your own self-publishing business with the "" instant publisher "" cd-rom . and that 's not all . . . . . order your instant publisher cd today for $ 59 . 00 and receive the "" greatest computer games "" cd ; a collection of 500 computer games . this cd has games in every category ( action , adventure , board , education and strategy ) . it 's jam-packed with the hottest dos , windows , & windows 95 games . no matter what your gaming interest or age group , there is something for you on this cd . visit the "" instant publisher cd-rom "" web site at http : / / members . aol . com / pubcdrom / index . html",1
"do supplemental energy bids matter ? bill , chris , i think this is the market notice you two were refering to . yes , caiso will use the lower of sc - submitted bids or a unit ' s proxy cost for purposes of determining dispatch order and the mcp of supplemental energy and a / s . however , my understanding is that this adjustment only affects the auction for supplemental energy and a / s . if you have costs above the current price cap and your costs are above your unit ' s proxy costs ( and are willing to justify them ) , you should bid your higher - than - proxy costs . if you are accepted , you are supposed to be paid as bid . let me know if you want me to follow up with caiso ( or let me know if you have asked them about this ) .",0
"did you get your information yet ? a vacation just for you ! to the most exotic place on earth . . . . . . florida ! special online promotional vacation package is brought to you for a limited time only , so don ' t wait ! vist our website now for more information on price and package info . ( sorry , offer not available to travel agents for resale ) offer now available world wide ! ! ! for full details go to : http : / / 3438189349 / ma / nutty2 / trip . html ( must use internet explorer )",1
"meeting at wharton i am out of the office next week . please send details on the meeting at wharton to my assistant , danielle dees . she will make my travel arrangements . i believe you were recommending a hotel as well .",0
"did not have sex with that woman.""> -----Original Message----- > From: fork-admin@xent.com [mailto:fork-admin@xent.com] On Behalf Of Mr. > FoRK > Sent: Monday, September 23, 2002 2:12 PM > To: FoRK > Subject: Re: Goodbye Global Warming > > > ----- Original Message ----- > From: ""John Hall"" > > > A Green once said that if the Spotted Owl hadn't existed they > > would have had to invent it. > A Republican once said ""I am not a crook"".",0
